img,failure,success
video10000_original.jpg,1,0
video10000_flipped.jpg,1,0
video10000_lower_right_shift.jpg,1,0
video10000_contrast.jpg,1,0
video10000_brightness.jpg,1,0
video10001_original.jpg,1,0
video10001_flipped.jpg,1,0
video10001_lower_right_shift.jpg,1,0
video10001_contrast.jpg,1,0
video10001_brightness.jpg,1,0
video10002_original.jpg,1,0
video10002_flipped.jpg,1,0
video10002_lower_right_shift.jpg,1,0
video10002_contrast.jpg,1,0
video10002_brightness.jpg,1,0
video10003_original.jpg,1,0
video10003_flipped.jpg,1,0
video10003_lower_right_shift.jpg,1,0
video10003_contrast.jpg,1,0
video10003_brightness.jpg,1,0
video10004_original.jpg,1,0
video10004_flipped.jpg,1,0
video10004_lower_right_shift.jpg,1,0
video10004_contrast.jpg,1,0
video10004_brightness.jpg,1,0
video10005_original.jpg,1,0
video10005_flipped.jpg,1,0
video10005_lower_right_shift.jpg,1,0
video10005_contrast.jpg,1,0
video10005_brightness.jpg,1,0
video10006_original.jpg,1,0
video10006_flipped.jpg,1,0
video10006_lower_right_shift.jpg,1,0
video10006_contrast.jpg,1,0
video10006_brightness.jpg,1,0
video10007_original.jpg,1,0
video10007_flipped.jpg,1,0
video10007_lower_right_shift.jpg,1,0
video10007_contrast.jpg,1,0
video10007_brightness.jpg,1,0
video10008_original.jpg,1,0
video10008_flipped.jpg,1,0
video10008_lower_right_shift.jpg,1,0
video10008_contrast.jpg,1,0
video10008_brightness.jpg,1,0
video10009_original.jpg,1,0
video10009_flipped.jpg,1,0
video10009_lower_right_shift.jpg,1,0
video10009_contrast.jpg,1,0
video10009_brightness.jpg,1,0
video10010_original.jpg,1,0
video10010_flipped.jpg,1,0
video10010_lower_right_shift.jpg,1,0
video10010_contrast.jpg,1,0
video10010_brightness.jpg,1,0
video10011_original.jpg,1,0
video10011_flipped.jpg,1,0
video10011_lower_right_shift.jpg,1,0
video10011_contrast.jpg,1,0
video10011_brightness.jpg,1,0
video10012_original.jpg,1,0
video10012_flipped.jpg,1,0
video10012_lower_right_shift.jpg,1,0
video10012_contrast.jpg,1,0
video10012_brightness.jpg,1,0
video10013_original.jpg,1,0
video10013_flipped.jpg,1,0
video10013_lower_right_shift.jpg,1,0
video10013_contrast.jpg,1,0
video10013_brightness.jpg,1,0
video10014_original.jpg,1,0
video10014_flipped.jpg,1,0
video10014_lower_right_shift.jpg,1,0
video10014_contrast.jpg,1,0
video10014_brightness.jpg,1,0
video10015_original.jpg,1,0
video10015_flipped.jpg,1,0
video10015_lower_right_shift.jpg,1,0
video10015_contrast.jpg,1,0
video10015_brightness.jpg,1,0
video10016_original.jpg,1,0
video10016_flipped.jpg,1,0
video10016_lower_right_shift.jpg,1,0
video10016_contrast.jpg,1,0
video10016_brightness.jpg,1,0
video10017_original.jpg,1,0
video10017_flipped.jpg,1,0
video10017_lower_right_shift.jpg,1,0
video10017_contrast.jpg,1,0
video10017_brightness.jpg,1,0
video10018_original.jpg,1,0
video10018_flipped.jpg,1,0
video10018_lower_right_shift.jpg,1,0
video10018_contrast.jpg,1,0
video10018_brightness.jpg,1,0
video10019_original.jpg,1,0
video10019_flipped.jpg,1,0
video10019_lower_right_shift.jpg,1,0
video10019_contrast.jpg,1,0
video10019_brightness.jpg,1,0
video10020_original.jpg,1,0
video10020_flipped.jpg,1,0
video10020_lower_right_shift.jpg,1,0
video10020_contrast.jpg,1,0
