img;failure;success
scene00271.jpg;0;1
scene00301.jpg;0;1
scene00331.jpg;1;0
scene00361.jpg;1;0
scene00391.jpg;1;0
scene00451.jpg;0;1
scene00481.jpg;0;1
scene00511.jpg;0;1
scene00541.jpg;0;1
scene00571.jpg;0;1
scene00601.jpg;0;1
scene00631.jpg;0;1
scene00661.jpg;0;1
scene00691.jpg;1;0
scene00721.jpg;1;0
scene00751.jpg;1;0
scene00781.jpg;0;1
scene00811.jpg;0;1
scene00841.jpg;0;1
scene00871.jpg;0;1
scene00901.jpg;0;1
scene00931.jpg;0;1
scene00961.jpg;0;1
scene00991.jpg;0;1
scene01021.jpg;0;1
scene01051.jpg;0;1
scene01081.jpg;0;1
scene01111.jpg;0;1
scene01141.jpg;0;1
scene01171.jpg;0;1
scene01201.jpg;0;1
scene01231.jpg;0;1
scene01261.jpg;0;1
scene01291.jpg;0;1
scene01321.jpg;0;1
scene01351.jpg;0;1
scene01381.jpg;0;1
scene01411.jpg;0;1
scene01441.jpg;0;1
scene01471.jpg;0;1
scene01501.jpg;0;1
scene01531.jpg;0;1
scene01561.jpg;0;1
scene01591.jpg;0;1
scene01621.jpg;0;1
scene01651.jpg;0;1
scene01681.jpg;0;1
scene01711.jpg;1;0
scene01741.jpg;1;0
scene01771.jpg;1;0
scene01801.jpg;1;0
scene01831.jpg;1;0
scene01861.jpg;1;0
scene01891.jpg;1;0
scene01921.jpg;1;0
scene01951.jpg;1;0
scene01981.jpg;1;0
scene02011.jpg;1;0
scene02041.jpg;1;0
scene02071.jpg;1;0
scene02101.jpg;1;0
scene02131.jpg;1;0
scene02161.jpg;1;0
scene02191.jpg;1;0
scene02221.jpg;0;1
scene02251.jpg;1;0
scene02281.jpg;1;0
scene02311.jpg;1;0
scene02341.jpg;1;0
scene02371.jpg;1;0
scene02401.jpg;0;1
scene02431.jpg;0;1
scene02461.jpg;0;1
scene02491.jpg;0;1
scene02521.jpg;0;1
scene02551.jpg;0;1
scene02581.jpg;0;1
scene02611.jpg;0;1
scene02641.jpg;1;0
scene02881.jpg;1;0
