img,failure,success
video70121.jpg_.jpeg,1,0
video70121.jpg_flipped.jpeg,1,0
video70121.jpg_lower_right_shift.jpeg,1,0
video70121.jpg_contrast.jpeg,1,0
video70121.jpg_brightness.jpeg,1,0
video70093.jpg_.jpeg,1,0
video70093.jpg_flipped.jpeg,1,0
video70093.jpg_lower_right_shift.jpeg,1,0
video70093.jpg_contrast.jpeg,1,0
video70093.jpg_brightness.jpeg,1,0
video90070.jpg_.jpeg,1,0
video90070.jpg_flipped.jpeg,1,0
video90070.jpg_lower_right_shift.jpeg,1,0
video90070.jpg_contrast.jpeg,1,0
video90070.jpg_brightness.jpeg,1,0
video20071.jpg_.jpeg,1,0
video20071.jpg_flipped.jpeg,1,0
video20071.jpg_lower_right_shift.jpeg,1,0
video20071.jpg_contrast.jpeg,1,0
video20071.jpg_brightness.jpeg,1,0
video90030.jpg_.jpeg,1,0
video90030.jpg_flipped.jpeg,1,0
video90030.jpg_lower_right_shift.jpeg,1,0
video90030.jpg_contrast.jpeg,1,0
video90030.jpg_brightness.jpeg,1,0
video120137.jpg_.jpeg,1,0
video120137.jpg_flipped.jpeg,1,0
video120137.jpg_lower_right_shift.jpeg,1,0
video120137.jpg_contrast.jpeg,1,0
video120137.jpg_brightness.jpeg,1,0
video80048.jpg_.jpeg,1,0
video80048.jpg_flipped.jpeg,1,0
video80048.jpg_lower_right_shift.jpeg,1,0
video80048.jpg_contrast.jpeg,1,0
video80048.jpg_brightness.jpeg,1,0
video80031.jpg_.jpeg,1,0
video80031.jpg_flipped.jpeg,1,0
video80031.jpg_lower_right_shift.jpeg,1,0
video80031.jpg_contrast.jpeg,1,0
video80031.jpg_brightness.jpeg,1,0
video120007.jpg_.jpeg,1,0
video120007.jpg_flipped.jpeg,1,0
video120007.jpg_lower_right_shift.jpeg,1,0
video120007.jpg_contrast.jpeg,1,0
video120007.jpg_brightness.jpeg,1,0
video80162.jpg_.jpeg,1,0
video80162.jpg_flipped.jpeg,1,0
video80162.jpg_lower_right_shift.jpeg,1,0
video80162.jpg_contrast.jpeg,1,0
video80162.jpg_brightness.jpeg,1,0
video80285.jpg_.jpeg,1,0
video80285.jpg_flipped.jpeg,1,0
video80285.jpg_lower_right_shift.jpeg,1,0
video80285.jpg_contrast.jpeg,1,0
video80285.jpg_brightness.jpeg,1,0
video10009.jpg_.jpeg,1,0
video10009.jpg_flipped.jpeg,1,0
video10009.jpg_lower_right_shift.jpeg,1,0
video10009.jpg_contrast.jpeg,1,0
video10009.jpg_brightness.jpeg,1,0
video20079.jpg_.jpeg,0,1
video20079.jpg_flipped.jpeg,0,1
video20079.jpg_lower_right_shift.jpeg,0,1
video20079.jpg_contrast.jpeg,0,1
video20079.jpg_brightness.jpeg,0,1
video70145.jpg_.jpeg,1,0
video70145.jpg_flipped.jpeg,1,0
video70145.jpg_lower_right_shift.jpeg,1,0
video70145.jpg_contrast.jpeg,1,0
video70145.jpg_brightness.jpeg,1,0
video50042.jpg_.jpeg,1,0
video50042.jpg_flipped.jpeg,1,0
video50042.jpg_lower_right_shift.jpeg,1,0
video50042.jpg_contrast.jpeg,1,0
video50042.jpg_brightness.jpeg,1,0
video30007.jpg_.jpeg,1,0
video30007.jpg_flipped.jpeg,1,0
video30007.jpg_lower_right_shift.jpeg,1,0
video30007.jpg_contrast.jpeg,1,0
video30007.jpg_brightness.jpeg,1,0
video80006.jpg_.jpeg,1,0
video80006.jpg_flipped.jpeg,1,0
video80006.jpg_lower_right_shift.jpeg,1,0
video80006.jpg_contrast.jpeg,1,0
video80006.jpg_brightness.jpeg,1,0
video40037.jpg_.jpeg,1,0
video40037.jpg_flipped.jpeg,1,0
video40037.jpg_lower_right_shift.jpeg,1,0
video40037.jpg_contrast.jpeg,1,0
video40037.jpg_brightness.jpeg,1,0
video50008.jpg_.jpeg,1,0
video50008.jpg_flipped.jpeg,1,0
video50008.jpg_lower_right_shift.jpeg,1,0
video50008.jpg_contrast.jpeg,1,0
video50008.jpg_brightness.jpeg,1,0
video30146.jpg_.jpeg,0,1
video30146.jpg_flipped.jpeg,0,1
video30146.jpg_lower_right_shift.jpeg,0,1
video30146.jpg_contrast.jpeg,0,1
video30146.jpg_brightness.jpeg,0,1
video20090.jpg_.jpeg,0,1
video20090.jpg_flipped.jpeg,0,1
video20090.jpg_lower_right_shift.jpeg,0,1
video20090.jpg_contrast.jpeg,0,1
video20090.jpg_brightness.jpeg,0,1
video10036.jpg_.jpeg,1,0
video10036.jpg_flipped.jpeg,1,0
video10036.jpg_lower_right_shift.jpeg,1,0
video10036.jpg_contrast.jpeg,1,0
video10036.jpg_brightness.jpeg,1,0
video90008.jpg_.jpeg,1,0
video90008.jpg_flipped.jpeg,1,0
video90008.jpg_lower_right_shift.jpeg,1,0
video90008.jpg_contrast.jpeg,1,0
video90008.jpg_brightness.jpeg,1,0
video30131.jpg_.jpeg,0,1
video30131.jpg_flipped.jpeg,0,1
video30131.jpg_lower_right_shift.jpeg,0,1
video30131.jpg_contrast.jpeg,0,1
video30131.jpg_brightness.jpeg,0,1
video10057.jpg_.jpeg,1,0
video10057.jpg_flipped.jpeg,1,0
video10057.jpg_lower_right_shift.jpeg,1,0
video10057.jpg_contrast.jpeg,1,0
video10057.jpg_brightness.jpeg,1,0
video30100.jpg_.jpeg,1,0
video30100.jpg_flipped.jpeg,1,0
video30100.jpg_lower_right_shift.jpeg,1,0
video30100.jpg_contrast.jpeg,1,0
video30100.jpg_brightness.jpeg,1,0
video30080.jpg_.jpeg,1,0
video30080.jpg_flipped.jpeg,1,0
video30080.jpg_lower_right_shift.jpeg,1,0
video30080.jpg_contrast.jpeg,1,0
video30080.jpg_brightness.jpeg,1,0
video70105.jpg_.jpeg,1,0
video70105.jpg_flipped.jpeg,1,0
video70105.jpg_lower_right_shift.jpeg,1,0
video70105.jpg_contrast.jpeg,1,0
video70105.jpg_brightness.jpeg,1,0
video120082.jpg_.jpeg,1,0
video120082.jpg_flipped.jpeg,1,0
video120082.jpg_lower_right_shift.jpeg,1,0
video120082.jpg_contrast.jpeg,1,0
video120082.jpg_brightness.jpeg,1,0
video30052.jpg_.jpeg,1,0
video30052.jpg_flipped.jpeg,1,0
video30052.jpg_lower_right_shift.jpeg,1,0
video30052.jpg_contrast.jpeg,1,0
video30052.jpg_brightness.jpeg,1,0
video30019.jpg_.jpeg,1,0
video30019.jpg_flipped.jpeg,1,0
video30019.jpg_lower_right_shift.jpeg,1,0
video30019.jpg_contrast.jpeg,1,0
video30019.jpg_brightness.jpeg,1,0
video30074.jpg_.jpeg,1,0
video30074.jpg_flipped.jpeg,1,0
video30074.jpg_lower_right_shift.jpeg,1,0
video30074.jpg_contrast.jpeg,1,0
video30074.jpg_brightness.jpeg,1,0
video80083.jpg_.jpeg,1,0
video80083.jpg_flipped.jpeg,1,0
video80083.jpg_lower_right_shift.jpeg,1,0
video80083.jpg_contrast.jpeg,1,0
video80083.jpg_brightness.jpeg,1,0
video10069.jpg_.jpeg,0,1
video10069.jpg_flipped.jpeg,0,1
video10069.jpg_lower_right_shift.jpeg,0,1
video10069.jpg_contrast.jpeg,0,1
video10069.jpg_brightness.jpeg,0,1
video90208.jpg_.jpeg,0,1
video90208.jpg_flipped.jpeg,0,1
video90208.jpg_lower_right_shift.jpeg,0,1
video90208.jpg_contrast.jpeg,0,1
video90208.jpg_brightness.jpeg,0,1
video30103.jpg_.jpeg,1,0
video30103.jpg_flipped.jpeg,1,0
video30103.jpg_lower_right_shift.jpeg,1,0
video30103.jpg_contrast.jpeg,1,0
video30103.jpg_brightness.jpeg,1,0
video80060.jpg_.jpeg,1,0
video80060.jpg_flipped.jpeg,1,0
video80060.jpg_lower_right_shift.jpeg,1,0
video80060.jpg_contrast.jpeg,1,0
video80060.jpg_brightness.jpeg,1,0
video80196.jpg_.jpeg,1,0
video80196.jpg_flipped.jpeg,1,0
video80196.jpg_lower_right_shift.jpeg,1,0
video80196.jpg_contrast.jpeg,1,0
video80196.jpg_brightness.jpeg,1,0
video40051.jpg_.jpeg,1,0
video40051.jpg_flipped.jpeg,1,0
video40051.jpg_lower_right_shift.jpeg,1,0
video40051.jpg_contrast.jpeg,1,0
video40051.jpg_brightness.jpeg,1,0
video80159.jpg_.jpeg,1,0
video80159.jpg_flipped.jpeg,1,0
video80159.jpg_lower_right_shift.jpeg,1,0
video80159.jpg_contrast.jpeg,1,0
video80159.jpg_brightness.jpeg,1,0
video120200.jpg_.jpeg,1,0
video120200.jpg_flipped.jpeg,1,0
video120200.jpg_lower_right_shift.jpeg,1,0
video120200.jpg_contrast.jpeg,1,0
video120200.jpg_brightness.jpeg,1,0
video30022.jpg_.jpeg,1,0
video30022.jpg_flipped.jpeg,1,0
video30022.jpg_lower_right_shift.jpeg,1,0
video30022.jpg_contrast.jpeg,1,0
video30022.jpg_brightness.jpeg,1,0
video80023.jpg_.jpeg,1,0
video80023.jpg_flipped.jpeg,1,0
video80023.jpg_lower_right_shift.jpeg,1,0
video80023.jpg_contrast.jpeg,1,0
video80023.jpg_brightness.jpeg,1,0
video90053.jpg_.jpeg,1,0
video90053.jpg_flipped.jpeg,1,0
video90053.jpg_lower_right_shift.jpeg,1,0
video90053.jpg_contrast.jpeg,1,0
video90053.jpg_brightness.jpeg,1,0
video80059.jpg_.jpeg,1,0
video80059.jpg_flipped.jpeg,1,0
video80059.jpg_lower_right_shift.jpeg,1,0
video80059.jpg_contrast.jpeg,1,0
video80059.jpg_brightness.jpeg,1,0
video80278.jpg_.jpeg,1,0
video80278.jpg_flipped.jpeg,1,0
video80278.jpg_lower_right_shift.jpeg,1,0
video80278.jpg_contrast.jpeg,1,0
video80278.jpg_brightness.jpeg,1,0
video120273.jpg_.jpeg,1,0
video120273.jpg_flipped.jpeg,1,0
video120273.jpg_lower_right_shift.jpeg,1,0
video120273.jpg_contrast.jpeg,1,0
video120273.jpg_brightness.jpeg,1,0
video30114.jpg_.jpeg,1,0
video30114.jpg_flipped.jpeg,1,0
video30114.jpg_lower_right_shift.jpeg,1,0
video30114.jpg_contrast.jpeg,1,0
video30114.jpg_brightness.jpeg,1,0
video120150.jpg_.jpeg,1,0
video120150.jpg_flipped.jpeg,1,0
video120150.jpg_lower_right_shift.jpeg,1,0
video120150.jpg_contrast.jpeg,1,0
video120150.jpg_brightness.jpeg,1,0
video90128.jpg_.jpeg,0,1
video90128.jpg_flipped.jpeg,0,1
video90128.jpg_lower_right_shift.jpeg,0,1
video90128.jpg_contrast.jpeg,0,1
video90128.jpg_brightness.jpeg,0,1
video60054.jpg_.jpeg,1,0
video60054.jpg_flipped.jpeg,1,0
video60054.jpg_lower_right_shift.jpeg,1,0
video60054.jpg_contrast.jpeg,1,0
video60054.jpg_brightness.jpeg,1,0
video80013.jpg_.jpeg,1,0
video80013.jpg_flipped.jpeg,1,0
video80013.jpg_lower_right_shift.jpeg,1,0
video80013.jpg_contrast.jpeg,1,0
